975,299,0,1703353290384183,17
590,308,0,1703353290384184,18
1000,496,0,1703353290384184,18
837,494,0,1703353290384184,18
13,404,0,1703353290384185,19
765,236,0,1703353290384186,20
54,97,0,1703353290384187,21
1034,87,0,1703353290384188,22
892,15,0,1703353290384188,22
95,582,0,1703353290384188,22
398,544,0,1703353290384190,24
269,673,0,1703353290384190,24
483,299,0,1703353290384192,26
1158,454,0,1703353290384193,27
1142,404,0,1703353290384194,28
61,400,0,1703353290384194,28
178,400,0,1703353290384194,28
431,153,0,1703353290384194,28
167,213,0,1703353290384195,29
810,96,0,1703353290384196,30
799,95,0,1703353290384196,30
1001,76,0,1703353290384196,30
263,54,0,1703353290384197,31
67,560,0,1703353290384199,33
1185,556,0,1703353290384199,33
641,544,0,1703353290384199,33
5,454,0,1703353290384202,36
1208,433,0,1703353290384202,36
37,400,0,1703353290384203,37
119,400,0,1703353290384203,37
235,400,0,1703353290384203,37
698,400,0,1703353290384203,37
207,399,0,1703353290384203,37
526,190,0,1703353290384203,37
650,153,0,1703353290384203,37
749,129,0,1703353290384203,37
755,127,0,1703353290384204,38
875,584,0,1703353290384206,40
595,544,0,1703353290384208,42
724,544,0,1703353290384208,42
685,689,0,1703353290384208,42
779,674,0,1703353290384208,42
964,685,0,1703353290384208,42
284,669,0,1703353290384209,43
966,715,0,1703353290384209,43
746,329,0,1703353290384210,44
962,356,0,1703353290384210,44
219,303,0,1703353290384211,45
1080,475,0,1703353290384212,46
972,400,0,1703353290384212,46
56,156,0,1703353290384213,47
1198,30,0,1703353290384215,49
154,539,0,1703353290384217,51
1260,532,0,1703353290384217,51
1095,544,0,1703353290384217,51
1108,544,0,1703353290384217,51
1173,544,0,1703353290384217,51
1200,547,0,1703353290384217,51
686,695,0,1703353290384217,51
380,661,0,1703353290384218,52
1101,706,0,1703353290384219,53
1154,352,0,1703353290384219,53
1074,487,0,1703353290384220,54
419,404,0,1703353290384221,55
465,400,0,1703353290384221,55
532,400,0,1703353290384221,55
1241,400,0,1703353290384221,55
1246,400,0,1703353290384221,55
1260,400,0,1703353290384221,55
625,248,0,1703353290384222,56
1044,124,0,1703353290384223,57
530,117,0,1703353290384223,57
986,87,0,1703353290384224,58
917,67,0,1703353290384224,58
193,29,0,1703353290384224,58
1186,61,0,1703353290384225,59
23,56,0,1703353290384225,59
350,605,0,1703353290384226,60
260,531,0,1703353290384227,61
733,544,0,1703353290384227,61
203,696,0,1703353290384227,61
238,270,0,1703353290384229,63
409,496,0,1703353290384229,63
880,419,0,1703353290384230,64
742,436,0,1703353290384230,64
133,406,0,1703353290384231,65
16,110,0,1703353290384232,66
396,111,0,1703353290384232,66
108,14,0,1703353290384233,67
0,544,0,1703353290384235,69
312,544,0,1703353290384235,69
421,544,0,1703353290384235,69
471,544,0,1703353290384235,69
498,544,0,1703353290384235,69
654,544,0,1703353290384235,69
844,544,0,1703353290384235,69
117,674,0,1703353290384236,70
201,652,0,1703353290384236,70
1196,658,0,1703353290384236,70
722,361,0,1703353290384237,71
464,313,0,1703353290384238,72
999,491,0,1703353290384238,72
26,484,0,1703353290384238,72
466,453,0,1703353290384239,73
413,468,0,1703353290384239,73
25,400,0,1703353290384239,73
36,400,0,1703353290384239,73
638,400,0,1703353290384239,73
1058,400,0,1703353290384239,73
749,396,0,1703353290384240,74
781,172,0,1703353290384240,74
1091,213,0,1703353290384241,75
456,103,0,1703353290384242,76
161,76,0,1703353290384242,76
1095,599,0,1703353290384244,78
121,532,0,1703353290384244,78
779,573,0,1703353290384245,79
184,544,0,1703353290384245,79
495,544,0,1703353290384245,79
548,544,0,1703353290384245,79
897,544,0,1703353290384245,79
970,544,0,1703353290384245,79
1186,544,0,1703353290384245,79
1251,544,0,1703353290384245,79
183,285,0,1703353290384247,81
526,454,0,1703353290384248,82
671,454,0,1703353290384248,82
600,469,0,1703353290384248,82
528,404,0,1703353290384248,82
1276,404,0,1703353290384248,82
464,400,0,1703353290384249,83
539,400,0,1703353290384249,83
568,400,0,1703353290384249,83
604,400,0,1703353290384249,83
813,400,0,1703353290384249,83
1242,400,0,1703353290384249,83
868,411,0,1703353290384249,83
878,397,0,1703353290384249,83
163,240,0,1703353290384250,84
918,57,0,1703353290384252,86
40,625,0,1703353290384253,87
601,532,0,1703353290384254,88
463,544,0,1703353290384254,88
506,544,0,1703353290384254,88
570,658,0,1703353290384254,88
651,322,0,1703353290384255,89
1131,476,0,1703353290384257,91
369,400,0,1703353290384257,91
405,400,0,1703353290384257,91
996,400,0,1703353290384257,91
336,161,0,1703353290384258,92
516,136,0,1703353290384258,92
16,212,0,1703353290384259,93
554,6,0,1703353290384260,94
846,627,0,1703353290384261,95
492,544,0,1703353290384262,96
768,544,0,1703353290384262,96
80,552,0,1703353290384262,96
186,378,0,1703353290384264,98
1077,362,0,1703353290384264,98
1088,458,0,1703353290384265,99
899,475,0,1703353290384265,99
60,436,0,1703353290384266,100
654,400,0,1703353290384266,100
691,400,0,1703353290384266,100
830,154,0,1703353290384267,101
999,213,0,1703353290384268,102
475,118,0,1703353290384268,102
701,34,0,1703353290384269,103
178,52,0,1703353290384269,103
319,544,0,1703353290384271,105
785,544,0,1703353290384271,105
869,544,0,1703353290384271,105
928,544,0,1703353290384271,105
1191,672,0,1703353290384272,106
634,645,0,1703353290384272,106
913,270,0,1703353290384274,108
448,315,0,1703353290384274,108
889,499,0,1703353290384274,108
53,455,0,1703353290384274,108
1227,453,0,1703353290384275,109
555,442,0,1703353290384275,109
222,404,0,1703353290384275,109
190,400,0,1703353290384276,110
322,400,0,1703353290384276,110
1026,400,0,1703353290384276,110
281,164,0,1703353290384276,110
649,153,0,1703353290384276,110
715,205,0,1703353290384277,111
1168,213,0,1703353290384277,111
441,123,0,1703353290384278,112
793,30,0,1703353290384279,113
774,581,0,1703353290384279,113
912,635,0,1703353290384280,114
521,514,0,1703353290384281,115
612,571,0,1703353290384281,115
97,544,0,1703353290384281,115
442,544,0,1703353290384281,115
763,544,0,1703353290384281,115
845,544,0,1703353290384281,115
790,692,0,1703353290384282,116
929,653,0,1703353290384282,116
766,658,0,1703353290384282,116
68,458,0,1703353290384284,118
80,400,0,1703353290384285,119
147,400,0,1703353290384285,119
711,400,0,1703353290384285,119
57,132,0,1703353290384285,119
374,544,0,1703353290384289,123
211,675,0,1703353290384290,124
449,342,0,1703353290384291,125
566,282,0,1703353290384292,126
1025,317,0,1703353290384292,126
1017,476,0,1703353290384293,127
208,404,0,1703353290384293,127
1213,400,0,1703353290384293,127
259,253,0,1703353290384295,129
355,81,1,1703353290384296,130
490,76,0,1703353290384296,130
707,580,0,1703353290384297,131
562,657,0,1703353290384299,133
1272,283,0,1703353290384300,134
1194,265,0,1703353290384300,134
433,309,0,1703353290384301,135
174,510,0,1703353290384301,135
714,483,0,1703353290384301,135
611,453,0,1703353290384302,136
118,464,0,1703353290384302,136
1254,467,0,1703353290384302,136
1076,476,0,1703353290384302,136
1229,400,0,1703353290384303,137
918,145,0,1703353290384303,137
695,153,0,1703353290384303,137
959,199,0,1703353290384304,138
1156,76,0,1703353290384305,139
803,688,0,1703353290384308,142
968,321,0,1703353290384309,143
255,336,0,1703353290384309,143
43,364,0,1703353290384310,144
664,270,0,1703353290384310,144
918,491,0,1703353290384311,145
759,448,0,1703353290384311,145
540,453,0,1703353290384311,145
318,400,0,1703353290384312,146
1072,153,0,1703353290384312,146
592,42,0,1703353290384315,149
1055,621,0,1703353290384316,150
325,556,0,1703353290384317,151
665,287,0,1703353290384319,153
292,270,0,1703353290384319,153
222,491,0,1703353290384319,153
735,404,0,1703353290384320,154
1004,406,0,1703353290384320,154
597,183,0,1703353290384321,155
1233,239,0,1703353290384321,155
4,249,0,1703353290384321,155
1206,199,0,1703353290384322,156
732,124,0,1703353290384322,156
1001,111,0,1703353290384322,156
1245,30,0,1703353290384323,157
1235,526,0,1703353290384325,159
18,552,0,1703353290384325,159
841,688,0,1703353290384326,160
103,702,0,1703353290384326,160
218,453,0,1703353290384328,162
742,190,0,1703353290384329,163
1035,620,0,1703353290384333,167
1047,646,0,1703353290384334,168
1271,719,0,1703353290384335,169
804,285,0,1703353290384336,170
608,502,0,1703353290384336,170
49,404,0,1703353290384337,171
1032,108,0,1703353290384339,173
487,111,0,1703353290384339,173
891,625,0,1703353290384341,175
1109,625,0,1703353290384341,175
109,532,0,1703353290384342,176
403,550,0,1703353290384342,176
42,653,0,1703353290384342,176
90,378,0,1703353290384344,178
672,270,0,1703353290384344,178
947,453,0,1703353290384345,179
755,466,0,1703353290384345,179
347,471,0,1703353290384345,179
1009,406,0,1703353290384346,180
798,171,0,1703353290384346,180
848,136,0,1703353290384346,180
867,136,0,1703353290384346,180
730,199,0,1703353290384347,181
692,207,0,1703353290384348,182
421,32,0,1703353290384349,183
871,582,0,1703353290384349,183
438,592,0,1703353290384350,184
644,532,0,1703353290384351,185
654,664,0,1703353290384352,186
1071,708,0,1703353290384352,186
748,337,0,1703353290384353,187
686,289,0,1703353290384354,188
572,452,0,1703353290384354,188
425,468,0,1703353290384355,189
388,475,0,1703353290384355,189
913,447,0,1703353290384355,189
